22B21A4201,R2021011,MATHEMATICS-III,21,D,3
22B21A4201,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4201,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,D,3
22B21A4201,R2021121,DATABASE MANAGEMENT SYSTEMS,21,E,3
22B21A4201,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,11,A+,1.5
22B21A4201,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,22,E,3
22B21A4201,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,18,E,3
22B21A4201,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A,1.5
22B21A4201,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
22B21A4201,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4201,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
22B21A4202,R2021011,MATHEMATICS-III,25,F,0
22B21A4202,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4202,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,24,C,3
22B21A4202,R2021121,DATABASE MANAGEMENT SYSTEMS,23,C,3
22B21A4202,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,14,A+,1.5
22B21A4202,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,25,C,3
22B21A4202,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,B,3
22B21A4202,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,15,A+,1.5
22B21A4202,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
22B21A4202,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4202,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
22B21A4203,R2021011,MATHEMATICS-III,24,C,3
22B21A4203,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4203,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,C,3
22B21A4203,R2021121,DATABASE MANAGEMENT SYSTEMS,22,C,3
22B21A4203,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,14,A+,1.5
22B21A4203,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,A,3
22B21A4203,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,19,C,3
22B21A4203,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,15,A+,1.5
22B21A4203,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,15,A+,1.5
22B21A4203,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4203,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
22B21A4204,R2021011,MATHEMATICS-III,22,D,3
22B21A4204,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4204,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,24,C,3
22B21A4204,R2021121,DATABASE MANAGEMENT SYSTEMS,24,C,3
22B21A4204,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,14,A+,1.5
22B21A4204,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,26,C,3
22B21A4204,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,24,B,3
22B21A4204,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,15,A+,1.5
22B21A4204,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
22B21A4204,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4204,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
22B21A4205,R2021011,MATHEMATICS-III,20,F,0
22B21A4205,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4205,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,D,3
22B21A4205,R2021121,DATABASE MANAGEMENT SYSTEMS,20,E,3
22B21A4205,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A+,1.5
22B21A4205,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,21,D,3
22B21A4205,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,22,E,3
22B21A4205,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
22B21A4205,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
22B21A4205,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4205,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
22B21A4206,R2021011,MATHEMATICS-III,22,D,3
22B21A4206,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4206,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,23,D,3
22B21A4206,R2021121,DATABASE MANAGEMENT SYSTEMS,23,C,3
22B21A4206,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,14,A+,1.5
22B21A4206,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,21,E,3
22B21A4206,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,D,3
22B21A4206,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,13,A+,1.5
22B21A4206,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
22B21A4206,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4206,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
22B21A4207,R2021011,MATHEMATICS-III,23,D,3
22B21A4207,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4207,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,23,D,3
22B21A4207,R2021121,DATABASE MANAGEMENT SYSTEMS,22,C,3
22B21A4207,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
22B21A4207,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,24,D,3
22B21A4207,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,23,D,3
22B21A4207,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,15,A+,1.5
22B21A4207,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
22B21A4207,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4207,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
22B21A4208,R2021011,MATHEMATICS-III,24,D,3
22B21A4208,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4208,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,C,3
22B21A4208,R2021121,DATABASE MANAGEMENT SYSTEMS,24,B,3
22B21A4208,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,14,A+,1.5
22B21A4208,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,B,3
22B21A4208,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,24,F,0
22B21A4208,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,14,A+,1.5
22B21A4208,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,15,A+,1.5
22B21A4208,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4208,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
22B21A4209,R2021011,MATHEMATICS-III,21,D,3
22B21A4209,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4209,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,23,D,3
22B21A4209,R2021121,DATABASE MANAGEMENT SYSTEMS,21,D,3
22B21A4209,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
22B21A4209,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,22,D,3
22B21A4209,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,22,E,3
22B21A4209,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,14,A+,1.5
22B21A4209,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
22B21A4209,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4209,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
22B21A4210,R2021011,MATHEMATICS-III,20,F,0
22B21A4210,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4210,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,17,F,0
22B21A4210,R2021121,DATABASE MANAGEMENT SYSTEMS,19,F,0
22B21A4210,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,10,A,1.5
22B21A4210,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,20,F,0
22B21A4210,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,F,0
22B21A4210,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,11,A,1.5
22B21A4210,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,10,A,1.5
22B21A4210,R2021425,MOBILE APP DEVELOPMENT,0,A,2
22B21A4210,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
22B21A4211,R2021011,MATHEMATICS-III,23,C,3
22B21A4211,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
22B21A4211,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,24,D,3
22B21A4211,R2021121,DATABASE MANAGEMENT SYSTEMS,21,B,3
22B21A4211,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
22B21A4211,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,25,A,3
22B21A4211,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,22,C,3
22B21A4211,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
22B21A4211,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
22B21A4211,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
22B21A4211,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
22B21A4212,R2021011,MATHEMATICS-III,22,F,0
22B21A4212,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
